row_id,split
77_1990,train
77_1991,train
77_1992,train
77_1993,train
77_1994,train
77_1995,train
77_1996,train
77_1997,train
77_1998,train
77_1999,train
77_2000,train
77_2001,train
77_2002,train
77_2003,train
77_2004,train
77_2005,train
77_2006,train
77_2007,train
77_2008,train
77_2009,train
77_2010,train
77_2011,train
77_2012,validation
77_2013,validation
77_2014,test
77_2015,test
78_1990,train
78_1991,train
78_1992,train
78_1993,train
78_1994,train
78_1995,train
78_1996,train
78_1997,train
78_1998,train
78_1999,train
78_2000,train
78_2001,train
78_2002,train
78_2003,train
78_2004,train
78_2005,train
78_2006,train
78_2007,train
78_2008,train
78_2009,train
78_2010,train
78_2011,train
78_2012,validation
78_2013,validation
78_2014,test
78_2015,test
79_1990,train
79_1991,train
79_1992,train
79_1993,train
79_1994,train
79_1995,train
79_1996,train
79_1997,train
79_1998,train
79_1999,train
79_2000,train
79_2001,train
79_2002,train
79_2003,train
79_2004,train
79_2005,train
79_2006,train
79_2007,train
79_2008,train
79_2009,train
79_2010,train
79_2011,train
79_2012,validation
79_2013,validation
79_2014,test
79_2015,test
80_1990,train
80_1991,train
80_1992,train
80_1993,train
80_1994,train
80_1995,train
80_1996,train
80_1997,train
80_1998,train
80_1999,train
80_2000,train
80_2001,train
80_2002,train
80_2003,train
80_2004,train
80_2005,train
80_2006,train
80_2007,train
80_2008,train
80_2009,train
80_2010,train
80_2011,train
80_2012,validation
80_2013,validation
80_2014,test
80_2015,test
81_1990,train
81_1991,train
81_1992,train
81_1993,train
81_1994,train
81_1995,train
81_1996,train
81_1997,train
81_1998,train
81_1999,train
81_2000,train
81_2001,train
81_2002,train
81_2003,train
81_2004,train
81_2005,train
81_2006,train
81_2007,train
81_2008,train
81_2009,train
81_2010,train
81_2011,train
81_2012,validation
81_2013,validation
81_2014,test
81_2015,test
82_1990,train
82_1991,train
82_1992,train
82_1993,train
82_1994,train
82_1995,train
82_1996,train
82_1997,train
82_1998,train
82_1999,train
82_2000,train
82_2001,train
82_2002,train
82_2003,train
82_2004,train
82_2005,train
82_2006,train
82_2007,train
82_2008,train
82_2009,train
82_2010,train
82_2011,train
82_2012,validation
82_2013,validation
82_2014,test
82_2015,test
83_1990,train
83_1991,train
83_1992,train
83_1993,train
83_1994,train
83_1995,train
83_1996,train
83_1997,train
83_1998,train
83_1999,train
83_2000,train
83_2001,train
83_2002,train
83_2003,train
83_2004,train
83_2005,train
83_2006,train
83_2007,train
83_2008,train
83_2009,train
83_2010,train
83_2011,train
83_2012,validation
83_2013,validation
83_2014,test
83_2015,test
84_1990,train
84_1991,train
84_1992,train
84_1993,train
84_1994,train
84_1995,train
84_1996,train
84_1997,train
84_1998,train
84_1999,train
84_2000,train
84_2001,train
84_2002,train
84_2003,train
84_2004,train
84_2005,train
84_2006,train
84_2007,train
84_2008,train
84_2009,train
84_2010,train
84_2011,train
84_2012,validation
84_2013,validation
84_2014,test
84_2015,test
85_1990,train
85_1991,train
85_1992,train
85_1993,train
85_1994,train
85_1995,train
85_1996,train
85_1997,train
85_1998,train
85_1999,train
85_2000,train
85_2001,train
85_2002,train
85_2003,train
85_2004,train
85_2005,train
85_2006,train
85_2007,train
85_2008,train
85_2009,train
85_2010,train
85_2011,train
85_2012,validation
85_2013,validation
85_2014,test
85_2015,test
86_1990,train
86_1991,train
86_1992,train
86_1993,train
86_1994,train
86_1995,train
86_1996,train
86_1997,train
86_1998,train
86_1999,train
86_2000,train
86_2001,train
86_2002,train
86_2003,train
86_2004,train
86_2005,train
86_2006,train
86_2007,train
86_2008,train
86_2009,train
86_2010,train
86_2011,train
86_2012,validation
86_2013,validation
86_2014,test
86_2015,test
87_1990,train
87_1991,train
87_1992,train
87_1993,train
87_1994,train
87_1995,train
87_1996,train
87_1997,train
87_1998,train
87_1999,train
87_2000,train
87_2001,train
87_2002,train
87_2003,train
87_2004,train
87_2005,train
87_2006,train
87_2007,train
87_2008,train
87_2009,train
87_2010,train
87_2011,train
87_2012,validation
87_2013,validation
87_2014,test
87_2015,test
88_1990,train
88_1991,train
88_1992,train
88_1993,train
88_1994,train
88_1995,train
88_1996,train
88_1997,train
88_1998,train
88_1999,train
88_2000,train
88_2001,train
88_2002,train
88_2003,train
88_2004,train
88_2005,train
88_2006,train
88_2007,train
88_2008,train
88_2009,train
88_2010,train
88_2011,train
88_2012,validation
88_2013,validation
88_2014,test
88_2015,test
89_1990,train
89_1991,train
89_1992,train
89_1993,train
89_1994,train
89_1995,train
89_1996,train
89_1997,train
89_1998,train
89_1999,train
89_2000,train
89_2001,train
89_2002,train
89_2003,train
89_2004,train
89_2005,train
89_2006,train
89_2007,train
89_2008,train
89_2009,train
89_2010,train
89_2011,train
89_2012,validation
89_2013,validation
89_2014,test
89_2015,test
90_1990,train
90_1991,train
90_1992,train
90_1993,train
90_1994,train
90_1995,train
90_1996,train
90_1997,train
90_1998,train
90_1999,train
90_2000,train
90_2001,train
90_2002,train
90_2003,train
90_2004,train
90_2005,train
90_2006,train
90_2007,train
90_2008,train
90_2009,train
90_2010,train
90_2011,train
90_2012,validation
90_2013,validation
90_2014,test
90_2015,test
91_1990,train
91_1991,train
91_1992,train
91_1993,train
91_1994,train
91_1995,train
91_1996,train
91_1997,train
91_1998,train
91_1999,train
91_2000,train
91_2001,train
91_2002,train
91_2003,train
91_2004,train
91_2005,train
91_2006,train
91_2007,train
91_2008,train
91_2009,train
91_2010,train
91_2011,train
91_2012,validation
91_2013,validation
91_2014,test
91_2015,test
92_1990,train
92_1991,train
92_1992,train
92_1993,train
92_1994,train
92_1995,train
92_1996,train
92_1997,train
92_1998,train
92_1999,train
92_2000,train
92_2001,train
92_2002,train
92_2003,train
92_2004,train
92_2005,train
92_2006,train
92_2007,train
92_2008,train
92_2009,train
92_2010,train
92_2011,train
92_2012,validation
92_2013,validation
92_2014,test
92_2015,test
93_1990,train
93_1991,train
93_1992,train
93_1993,train
93_1994,train
93_1995,train
93_1996,train
93_1997,train
93_1998,train
93_1999,train
93_2000,train
93_2001,train
93_2002,train
93_2003,train
93_2004,train
93_2005,train
93_2006,train
93_2007,train
93_2008,train
93_2009,train
93_2010,train
93_2011,train
93_2012,validation
93_2013,validation
93_2014,test
93_2015,test
94_1990,train
94_1991,train
94_1992,train
94_1993,train
94_1994,train
94_1995,train
94_1996,train
94_1997,train
94_1998,train
94_1999,train
94_2000,train
94_2001,train
94_2002,train
94_2003,train
94_2004,train
94_2005,train
94_2006,train
94_2007,train
94_2008,train
94_2009,train
94_2010,train
94_2011,train
94_2012,validation
94_2013,validation
94_2014,test
94_2015,test
95_1990,train
95_1991,train
95_1992,train
95_1993,train
95_1994,train
95_1995,train
95_1996,train
95_1997,train
95_1998,train
95_1999,train
95_2000,train
95_2001,train
95_2002,train
95_2003,train
95_2004,train
95_2005,train
95_2006,train
95_2007,train
95_2008,train
95_2009,train
95_2010,train
95_2011,train
95_2012,validation
96_1990,train
96_1991,train
96_1992,train
96_1993,train
96_1994,train
96_1995,train
96_1996,train
96_1997,train
96_1998,train
96_1999,train
96_2000,train
96_2001,train
96_2002,train
96_2003,train
96_2004,train
96_2005,train
96_2006,train
96_2007,train
96_2008,train
96_2009,train
96_2010,train
96_2011,train
96_2012,validation
96_2013,validation
96_2014,test
96_2015,test
97_1990,train
97_1991,train
97_1992,train
97_1993,train
97_1994,train
97_1995,train
97_1996,train
97_1997,train
97_1998,train
97_1999,train
97_2000,train
97_2001,train
97_2002,train
97_2003,train
97_2004,train
97_2005,train
97_2006,train
97_2007,train
97_2008,train
97_2009,train
97_2010,train
97_2011,train
97_2012,validation
97_2013,validation
97_2014,test
97_2015,test
98_1990,train
98_1991,train
98_1992,train
98_1993,train
98_1994,train
98_1995,train
98_1996,train
98_1997,train
98_1998,train
98_1999,train
98_2000,train
98_2001,train
98_2002,train
98_2003,train
98_2004,train
98_2005,train
98_2006,train
98_2007,train
98_2008,train
98_2009,train
98_2010,train
98_2011,train
98_2012,validation
98_2013,validation
98_2014,test
98_2015,test
99_1990,train
99_1991,train
99_1992,train
99_1993,train
99_1994,train
99_1995,train
99_1996,train
99_1997,train
99_1998,train
99_1999,train
99_2000,train
99_2001,train
99_2002,train
99_2003,train
99_2004,train
99_2005,train
99_2006,train
99_2007,train
99_2008,train
99_2009,train
99_2010,train
99_2011,train
99_2012,validation
99_2013,validation
99_2014,test
99_2015,test
100_1990,train
100_1991,train
100_1992,train
100_1993,train
100_1994,train
100_1995,train
100_1996,train
100_1997,train
100_1998,train
100_1999,train
100_2000,train
100_2001,train
100_2002,train
100_2003,train
100_2004,train
100_2005,train
100_2006,train
100_2007,train
100_2008,train
100_2009,train
100_2010,train
100_2011,train
100_2012,validation
100_2013,validation
100_2014,test
100_2015,test
101_1990,train
101_1991,train
101_1992,train
101_1993,train
101_1994,train
101_1995,train
101_1996,train
101_1997,train
101_1998,train
101_1999,train
101_2000,train
101_2001,train
101_2002,train
101_2003,train
101_2004,train
101_2005,train
101_2006,train
101_2007,train
101_2008,train
101_2009,train
101_2010,train
101_2011,train
101_2012,validation
101_2013,validation
101_2014,test
101_2015,test
102_1990,train
102_1991,train
102_1992,train
102_1993,train
102_1994,train
102_1995,train
102_1996,train
102_1997,train
102_1998,train
102_1999,train
102_2000,train
102_2001,train
102_2002,train
102_2003,train
102_2004,train
102_2005,train
102_2006,train
102_2007,train
102_2008,train
102_2009,train
102_2010,train
102_2011,train
102_2012,validation
102_2013,validation
102_2014,test
102_2015,test
103_1990,train
103_1991,train
103_1992,train
103_1993,train
103_1994,train
103_1995,train
103_1996,train
103_1997,train
103_1998,train
103_1999,train
103_2000,train
103_2001,train
103_2002,train
103_2003,train
103_2004,train
103_2005,train
103_2006,train
103_2007,train
103_2008,train
103_2009,train
103_2010,train
103_2011,train
103_2012,validation
103_2013,validation
103_2014,test
103_2015,test
104_1990,train
104_1991,train
104_1992,train
104_1993,train
104_1994,train
104_1995,train
104_1996,train
104_1997,train
104_1998,train
104_1999,train
104_2000,train
104_2001,train
104_2002,train
104_2003,train
104_2004,train
104_2005,train
104_2006,train
104_2007,train
104_2008,train
104_2009,train
104_2010,train
104_2011,train
104_2012,validation
104_2013,validation
104_2014,test
104_2015,test
105_1990,train
105_1991,train
105_1992,train
105_1993,train
105_1994,train
105_1995,train
105_1996,train
105_1997,train
105_1998,train
105_1999,train
105_2000,train
105_2001,train
105_2002,train
105_2003,train
105_2004,train
105_2005,train
105_2006,train
105_2007,train
105_2008,train
105_2009,train
105_2010,train
105_2011,train
105_2012,validation
105_2013,validation
105_2014,test
105_2015,test
106_1990,train
106_1991,train
106_1992,train
106_1993,train
106_1994,train
106_1995,train
106_1996,train
106_1997,train
106_1998,train
106_1999,train
106_2000,train
106_2001,train
106_2002,train
106_2003,train
106_2004,train
106_2005,train
106_2006,train
106_2007,train
106_2008,train
106_2009,train
106_2010,train
106_2011,train
106_2012,validation
106_2013,validation
106_2014,test
106_2015,test
107_1990,train
107_1991,train
107_1992,train
107_1993,train
107_1994,train
107_1995,train
107_1996,train
107_1997,train
107_1998,train
107_1999,train
107_2000,train
107_2001,train
107_2002,train
107_2003,train
107_2004,train
107_2005,train
107_2006,train
107_2007,train
107_2008,train
107_2009,train
107_2010,train
107_2011,train
107_2012,validation
107_2013,validation
107_2014,test
107_2015,test
108_1990,train
108_1991,train
108_1992,train
108_1993,train
108_1994,train
108_1995,train
108_1996,train
108_1997,train
108_1998,train
108_1999,train
108_2000,train
108_2001,train
108_2002,train
108_2003,train
108_2004,train
108_2005,train
108_2006,train
108_2007,train
108_2008,train
108_2009,train
108_2010,train
108_2011,train
108_2012,validation
108_2013,validation
108_2014,test
108_2015,test
109_1990,train
109_1991,train
109_1992,train
109_1993,train
109_1994,train
109_1995,train
109_1996,train
109_1997,train
109_1998,train
109_1999,train
109_2000,train
109_2001,train
109_2002,train
109_2003,train
109_2004,train
109_2005,train
109_2006,train
109_2007,train
109_2008,train
109_2009,train
109_2010,train
109_2011,train
109_2012,validation
109_2013,validation
109_2014,test
109_2015,test
110_1990,train
110_1991,train
110_1992,train
110_1993,train
110_1994,train
110_1995,train
110_1996,train
110_1997,train
110_1998,train
110_1999,train
110_2000,train
110_2001,train
110_2002,train
110_2003,train
110_2004,train
110_2005,train
110_2006,train
110_2007,train
110_2008,train
110_2009,train
110_2010,train
110_2011,train
110_2012,validation
110_2013,validation
110_2014,test
110_2015,test
111_1990,train
111_1991,train
111_1992,train
111_1993,train
111_1994,train
111_1995,train
111_1996,train
111_1997,train
111_1998,train
111_1999,train
111_2000,train
111_2001,train
111_2002,train
111_2003,train
111_2004,train
111_2005,train
111_2006,train
111_2007,train
111_2008,train
111_2009,train
111_2010,train
111_2011,train
111_2012,validation
111_2013,validation
111_2014,test
111_2015,test
112_1990,train
112_1991,train
112_1992,train
112_1993,train
112_1994,train
112_1995,train
112_1996,train
112_1997,train
112_1998,train
112_1999,train
112_2000,train
112_2001,train
112_2002,train
112_2003,train
112_2004,train
112_2005,train
112_2006,train
112_2007,train
112_2008,train
112_2009,train
112_2010,train
112_2011,train
112_2012,validation
112_2013,validation
112_2014,test
112_2015,test
113_1990,train
113_1991,train
113_1992,train
113_1993,train
113_1994,train
113_1995,train
113_1996,train
113_1997,train
113_1998,train
113_1999,train
113_2000,train
113_2001,train
113_2002,train
113_2003,train
113_2004,train
113_2005,train
113_2006,train
113_2007,train
113_2008,train
113_2009,train
113_2010,train
113_2011,train
113_2012,validation
113_2013,validation
113_2014,test
113_2015,test
114_1990,train
114_1991,train
114_1992,train
114_1993,train
114_1994,train
114_1995,train
114_1996,train
114_1997,train
114_1998,train
114_1999,train
114_2000,train
114_2001,train
114_2002,train
114_2003,train
114_2004,train
114_2005,train
114_2006,train
114_2007,train
114_2008,train
114_2009,train
114_2010,train
114_2011,train
114_2012,validation
114_2013,validation
114_2014,test
114_2015,test
115_1990,train
115_1991,train
115_1992,train
115_1993,train
115_1994,train
115_1995,train
115_1996,train
115_1997,train
115_1998,train
115_1999,train
115_2000,train
115_2001,train
115_2002,train
115_2003,train
115_2004,train
115_2005,train
115_2006,train
115_2007,train
115_2008,train
115_2009,train
115_2010,train
115_2011,train
115_2012,validation
115_2013,validation
115_2014,test
115_2015,test
116_1990,train
116_1991,train
116_1992,train
116_1993,train
116_1994,train
116_1995,train
116_1996,train
116_1997,train
116_1998,train
116_1999,train
116_2000,train
116_2001,train
116_2002,train
116_2003,train
116_2004,train
116_2005,train
116_2006,train
116_2007,train
116_2008,train
116_2009,train
116_2010,train
116_2011,train
116_2012,validation
116_2013,validation
116_2014,test
116_2015,test
117_1990,train
117_1991,train
117_1992,train
117_1993,train
117_1994,train
117_1995,train
117_1996,train
117_1997,train
117_1998,train
117_1999,train
117_2000,train
117_2001,train
117_2002,train
117_2003,train
117_2004,train
117_2005,train
117_2006,train
117_2007,train
117_2008,train
117_2009,train
117_2010,train
117_2011,train
117_2012,validation
117_2013,validation
117_2014,test
117_2015,test
118_1990,train
118_1991,train
118_1992,train
118_1993,train
118_1994,train
118_1995,train
118_1996,train
118_1997,train
118_1998,train
118_1999,train
118_2000,train
118_2001,train
118_2002,train
118_2003,train
118_2004,train
118_2005,train
118_2006,train
118_2007,train
118_2008,train
118_2009,train
118_2010,train
118_2011,train
118_2012,validation
118_2013,validation
118_2014,test
118_2015,test
119_1990,train
119_1991,train
119_1992,train
119_1993,train
119_1994,train
119_1995,train
119_1996,train
119_1997,train
119_1998,train
119_1999,train
119_2000,train
119_2001,train
119_2002,train
119_2003,train
119_2004,train
119_2005,train
119_2006,train
119_2007,train
119_2008,train
119_2009,train
119_2010,train
119_2011,train
119_2012,validation
119_2013,validation
119_2014,test
119_2015,test
120_1990,train
120_1991,train
120_1992,train
120_1993,train
120_1994,train
120_1995,train
120_1996,train
120_1997,train
120_1998,train
120_1999,train
120_2000,train
120_2001,train
120_2002,train
120_2003,train
120_2004,train
120_2005,train
120_2006,train
120_2007,train
120_2008,train
120_2009,train
120_2010,train
120_2011,train
120_2012,validation
120_2013,validation
120_2014,test
120_2015,test
121_1990,train
121_1991,train
121_1992,train
121_1993,train
121_1994,train
121_1995,train
121_1996,train
121_1997,train
121_1998,train
121_1999,train
121_2000,train
121_2001,train
121_2002,train
121_2003,train
121_2004,train
121_2005,train
121_2006,train
121_2007,train
121_2008,train
121_2009,train
121_2010,train
121_2011,train
121_2012,validation
121_2013,validation
121_2014,test
121_2015,test
122_1990,train
122_1991,train
122_1992,train
122_1993,train
122_1994,train
122_1995,train
122_1996,train
122_1997,train
122_1998,train
122_1999,train
122_2000,train
122_2001,train
122_2002,train
122_2003,train
122_2004,train
122_2005,train
122_2006,train
122_2007,train
122_2008,train
122_2009,train
122_2010,train
122_2011,train
122_2012,validation
122_2013,validation
122_2014,test
122_2015,test
123_1990,train
123_1991,train
123_1992,train
123_1993,train
123_1994,train
123_1995,train
123_1996,train
123_1997,train
123_1998,train
123_1999,train
123_2000,train
123_2001,train
123_2002,train
123_2003,train
123_2004,train
123_2005,train
123_2006,train
123_2007,train
123_2008,train
123_2009,train
123_2010,train
123_2011,train
123_2012,validation
123_2013,validation
123_2014,test
123_2015,test
124_1990,train
124_1991,train
124_1992,train
124_1993,train
124_1994,train
124_1995,train
124_1996,train
124_1997,train
124_1998,train
124_1999,train
124_2000,train
124_2001,train
124_2002,train
124_2003,train
124_2004,train
124_2005,train
124_2006,train
124_2007,train
124_2008,train
124_2009,train
124_2010,train
124_2011,train
124_2012,validation
124_2013,validation
124_2014,test
124_2015,test
125_1990,train
125_1991,train
125_1992,train
125_1993,train
125_1994,train
125_1995,train
125_1996,train
125_1997,train
125_1998,train
125_1999,train
125_2000,train
125_2001,train
125_2002,train
125_2003,train
125_2004,train
125_2005,train
125_2006,train
125_2007,train
125_2008,train
125_2009,train
125_2010,train
125_2011,train
125_2012,validation
125_2013,validation
125_2014,test
125_2015,test
126_1990,train
126_1991,train
126_1992,train
126_1993,train
126_1994,train
126_1995,train
126_1996,train
126_1997,train
126_1998,train
126_1999,train
126_2000,train
126_2001,train
126_2002,train
126_2003,train
126_2004,train
126_2005,train
126_2006,train
126_2007,train
126_2008,train
126_2009,train
126_2010,train
126_2011,train
126_2012,validation
126_2013,validation
126_2014,test
126_2015,test
127_1990,train
127_1991,train
127_1992,train
127_1993,train
127_1994,train
127_1995,train
127_1996,train
127_1997,train
127_1998,train
127_1999,train
127_2000,train
127_2001,train
127_2002,train
127_2003,train
127_2004,train
127_2005,train
127_2006,train
127_2007,train
127_2008,train
127_2009,train
127_2010,train
127_2011,train
127_2012,validation
127_2013,validation
127_2014,test
127_2015,test
128_1990,train
128_1991,train
128_1992,train
128_1993,train
128_1994,train
128_1995,train
128_1996,train
128_1997,train
128_1998,train
128_1999,train
128_2000,train
128_2001,train
128_2002,train
128_2003,train
128_2004,train
128_2005,train
128_2006,train
128_2007,train
128_2008,train
128_2009,train
128_2010,train
128_2011,train
128_2012,validation
128_2013,validation
128_2014,test
128_2015,test
129_1990,train
129_1991,train
129_1992,train
129_1993,train
129_1994,train
129_1995,train
129_1996,train
129_1997,train
129_1998,train
129_1999,train
129_2000,train
129_2001,train
129_2002,train
129_2003,train
129_2004,train
129_2005,train
129_2006,train
129_2007,train
129_2008,train
129_2009,train
129_2010,train
129_2011,train
129_2012,validation
129_2013,validation
129_2014,test
129_2015,test
130_1990,train
130_1991,train
130_1992,train
130_1993,train
130_1994,train
130_1995,train
130_1996,train
130_1997,train
130_1998,train
130_1999,train
130_2000,train
130_2001,train
130_2002,train
130_2003,train
130_2004,train
130_2005,train
130_2006,train
130_2007,train
130_2008,train
130_2009,train
130_2010,train
130_2011,train
130_2012,validation
130_2013,validation
130_2014,test
130_2015,test
131_1990,train
131_1991,train
131_1992,train
131_1993,train
131_1994,train
131_1995,train
131_1996,train
131_1997,train
131_1998,train
131_1999,train
131_2000,train
131_2001,train
131_2002,train
131_2003,train
131_2004,train
131_2005,train
131_2006,train
131_2007,train
131_2008,train
131_2009,train
131_2010,train
131_2011,train
131_2012,validation
131_2013,validation
131_2014,test
131_2015,test
132_1990,train
132_1991,train
132_1992,train
132_1993,train
132_1994,train
132_1995,train
132_1996,train
132_1997,train
132_1998,train
132_1999,train
132_2000,train
132_2001,train
132_2002,train
132_2003,train
132_2004,train
132_2005,train
132_2006,train
132_2007,train
132_2008,train
132_2009,train
132_2010,train
132_2011,train
132_2012,validation
132_2013,validation
132_2014,test
132_2015,test
133_1990,train
133_1991,train
133_1992,train
133_1993,train
133_1994,train
133_1995,train
133_1996,train
133_1997,train
133_1998,train
133_1999,train
133_2000,train
133_2001,train
133_2002,train
133_2003,train
133_2004,train
133_2005,train
133_2006,train
133_2007,train
133_2008,train
133_2009,train
133_2010,train
133_2011,train
133_2012,validation
133_2013,validation
133_2014,test
133_2015,test
134_1990,train
134_1991,train
134_1992,train
134_1993,train
134_1994,train
134_1995,train
134_1996,train
134_1997,train
134_1998,train
134_1999,train
134_2000,train
134_2001,train
134_2002,train
134_2003,train
134_2004,train
134_2005,train
134_2006,train
134_2007,train
134_2008,train
134_2009,train
134_2010,train
134_2011,train
134_2012,validation
134_2013,validation
134_2014,test
134_2015,test
135_1990,train
135_1991,train
135_1992,train
135_1993,train
135_1994,train
135_1995,train
135_1996,train
135_1997,train
135_1998,train
135_1999,train
135_2000,train
135_2001,train
135_2002,train
135_2003,train
135_2004,train
135_2005,train
135_2006,train
135_2007,train
135_2008,train
135_2009,train
135_2010,train
135_2011,train
135_2012,validation
135_2013,validation
135_2014,test
135_2015,test
136_1990,train
136_1991,train
136_1992,train
136_1993,train
136_1994,train
136_1995,train
136_1996,train
136_1997,train
136_1998,train
136_1999,train
136_2000,train
136_2001,train
136_2002,train
136_2003,train
136_2004,train
136_2005,train
136_2006,train
136_2007,train
136_2008,train
136_2009,train
136_2010,train
136_2011,train
136_2012,validation
136_2013,validation
136_2014,test
136_2015,test
137_1990,train
137_1991,train
137_1992,train
137_1993,train
137_1994,train
137_1995,train
137_1996,train
137_1997,train
137_1998,train
137_1999,train
137_2000,train
137_2001,train
137_2002,train
137_2003,train
137_2004,train
137_2005,train
137_2006,train
137_2007,train
137_2008,train
137_2009,train
137_2010,train
137_2011,train
137_2012,validation
137_2013,validation
137_2014,test
137_2015,test
138_1990,train
138_1991,train
138_1992,train
138_1993,train
138_1994,train
138_1995,train
138_1996,train
138_1997,train
138_1998,train
138_1999,train
138_2000,train
138_2001,train
138_2002,train
138_2003,train
138_2004,train
138_2005,train
138_2006,train
138_2007,train
138_2008,train
138_2009,train
138_2010,train
138_2011,train
138_2012,validation
138_2013,validation
138_2014,test
138_2015,test
139_1990,train
139_1991,train
139_1992,train
139_1993,train
139_1994,train
139_1995,train
139_1996,train
139_1997,train
139_1998,train
139_1999,train
139_2000,train
139_2001,train
139_2002,train
139_2003,train
139_2004,train
139_2005,train
139_2006,train
139_2007,train
139_2008,train
139_2009,train
139_2010,train
139_2011,train
139_2012,validation
139_2013,validation
139_2014,test
139_2015,test
140_1990,train
140_1991,train
140_1992,train
140_1993,train
140_1994,train
140_1995,train
140_1996,train
140_1997,train
140_1998,train
140_1999,train
140_2000,train
140_2001,train
140_2002,train
140_2003,train
140_2004,train
140_2005,train
140_2006,train
140_2007,train
140_2008,train
140_2009,train
140_2010,train
140_2011,train
140_2012,validation
140_2013,validation
140_2014,test
140_2015,test
141_1990,train
141_1991,train
141_1992,train
141_1993,train
141_1994,train
141_1995,train
141_1996,train
141_1997,train
141_1998,train
141_1999,train
141_2000,train
141_2001,train
141_2002,train
141_2003,train
141_2004,train
141_2005,train
141_2006,train
141_2007,train
141_2008,train
141_2009,train
141_2010,train
141_2011,train
141_2012,validation
141_2013,validation
141_2014,test
141_2015,test
142_1990,train
142_1991,train
142_1992,train
142_1993,train
142_1994,train
142_1995,train
142_1996,train
142_1997,train
142_1998,train
142_1999,train
142_2000,train
142_2001,train
142_2002,train
142_2003,train
142_2004,train
142_2005,train
142_2006,train
142_2007,train
142_2008,train
142_2009,train
142_2010,train
142_2011,train
142_2012,validation
142_2013,validation
142_2014,test
142_2015,test
143_1990,train
143_1991,train
143_1992,train
143_1993,train
143_1994,train
143_1995,train
143_1996,train
143_1997,train
143_1998,train
143_1999,train
143_2000,train
143_2001,train
143_2002,train
143_2003,train
143_2004,train
143_2005,train
143_2006,train
143_2007,train
143_2008,train
143_2009,train
143_2010,train
143_2011,train
143_2012,validation
143_2013,validation
143_2014,test
143_2015,test
144_1990,train
144_1991,train
144_1992,train
144_1993,train
144_1994,train
144_1995,train
144_1996,train
144_1997,train
144_1998,train
144_1999,train
144_2000,train
144_2001,train
144_2002,train
144_2003,train
144_2004,train
144_2005,train
144_2006,train
144_2007,train
144_2008,train
144_2009,train
144_2010,train
144_2011,train
144_2012,validation
144_2013,validation
144_2014,test
144_2015,test
145_1990,train
145_1991,train
145_1992,train
145_1993,train
145_1994,train
145_1995,train
145_1996,train
145_1997,train
145_1998,train
145_1999,train
145_2000,train
145_2001,train
145_2002,train
145_2003,train
145_2004,train
145_2005,train
145_2006,train
145_2007,train
145_2008,train
145_2009,train
145_2010,train
145_2011,train
145_2012,validation
145_2013,validation
145_2014,test
145_2015,test
146_1990,train
146_1991,train
146_1992,train
146_1993,train
146_1994,train
146_1995,train
146_1996,train
146_1997,train
146_1998,train
146_1999,train
146_2000,train
146_2001,train
146_2002,train
146_2003,train
146_2004,train
146_2005,train
146_2006,train
146_2007,train
146_2008,train
146_2009,train
146_2010,train
146_2011,train
146_2012,validation
146_2013,validation
146_2014,test
146_2015,test
147_1990,train
147_1991,train
147_1992,train
147_1993,train
147_1994,train
147_1995,train
147_1996,train
147_1997,train
147_1998,train
147_1999,train
147_2000,train
147_2001,train
147_2002,train
147_2003,train
147_2004,train
147_2005,train
147_2006,train
147_2007,train
147_2008,train
147_2009,train
147_2010,train
147_2011,train
147_2012,validation
147_2013,validation
147_2014,test
147_2015,test
148_1990,train
148_1991,train
148_1992,train
148_1993,train
148_1994,train
148_1995,train
148_1996,train
148_1997,train
148_1998,train
148_1999,train
148_2000,train
148_2001,train
148_2002,train
148_2003,train
148_2004,train
148_2005,train
148_2006,train
148_2007,train
148_2008,train
148_2009,train
148_2010,train
148_2011,train
148_2012,validation
148_2013,validation
148_2014,test
148_2015,test
149_1990,train
149_1991,train
149_1992,train
149_1993,train
149_1994,train
149_1995,train
149_1996,train
149_1997,train
149_1998,train
149_1999,train
149_2000,train
149_2001,train
149_2002,train
149_2003,train
149_2004,train
149_2005,train
149_2006,train
149_2007,train
149_2008,train
149_2009,train
149_2010,train
149_2011,train
149_2012,validation
149_2013,validation
149_2014,test
149_2015,test
150_1990,train
150_1991,train
150_1992,train
150_1993,train
150_1994,train
150_1995,train
150_1996,train
150_1997,train
150_1998,train
150_1999,train
150_2000,train
150_2001,train
150_2002,train
150_2003,train
150_2004,train
150_2005,train
150_2006,train
150_2007,train
150_2008,train
150_2009,train
150_2010,train
150_2011,train
150_2012,validation
150_2013,validation
150_2014,test
150_2015,test
151_1990,train
151_1991,train
151_1992,train
151_1993,train
151_1994,train
151_1995,train
151_1996,train
151_1997,train
151_1998,train
151_1999,train
151_2000,train
151_2001,train
151_2002,train
151_2003,train
151_2004,train
151_2005,train
151_2006,train
151_2007,train
151_2008,train
151_2009,train
151_2010,train
151_2011,train
151_2012,validation
151_2013,validation
151_2014,test
151_2015,test
152_1990,train
152_1991,train
152_1992,train
152_1993,train
152_1994,train
152_1995,train
152_1996,train
152_1997,train
152_1998,train
152_1999,train
152_2000,train
152_2001,train
152_2002,train
152_2003,train
152_2004,train
152_2005,train
152_2006,train
152_2007,train
152_2008,train
152_2009,train
152_2010,train
152_2011,train
152_2012,validation
152_2013,validation
152_2014,test
152_2015,test
153_1990,train
153_1991,train
153_1992,train
153_1993,train
